id	text
8037	а быть ли мы счастливый или несчастный из человек – это в ваш власть
8038	– ну полно саша не сердиться
8039	но этак нельзя быть жить и потому константин пытаться делать то что он весь жизнь пытаться и не уметь делать и то что по он наблюдение многие так хорошо уметь делать и без что нельзя жить он пытаться говорить не то что думать и постоянно чувствовать что это выходить фальшиво что брат он ловить на это и раздражаться это
8040	но всё-таки просить она уж нельзя
8041	я быть в десять часы » – небрежный почерк писать вронский
8042	да подождать теперь не долго я … но вдруг она остановиться
8043	она знать что в область политика философия богословие алексей александр сомневаться или отыскивать но в вопрос искусство и поэзия в особенность музыка понимание который он быть совершенно лишить у он быть самый определённый и твёрдый мнение
8044	– как же я слышать вчера анна аркадий говорить в строб и плинтус – сказать весловский
8045	я не раскаиваться и никогда не раскаяться в тот что я сделать но я желать один ваш благо благо ваш душа и теперь я видеть что не достигнуть это
8046	но хлопоты и беспокойство этот быть для дарья александр единственно возможный счастие
8047	– да он писать что вы переехать и думать что вы позволить я помочь вы что-нибудь – сказать левин и сказать это вдруг смутиться и прервать речь молча продолжать идти подле линейка срывать липовый побег и перекусывать они
8048	– идти хорошо – сказать она – уговорить она лечь
8049	как только человек установить чаять выйти из комната алексей александр встать и пойти к письменный стол
8050	– поверить ли я провести лето в баден ну право я чувствовать себя совсем молодая человек
8051	– в тот-то и штука батюшка что мочь быть случай когда правительство не исполнять воля гражданин и тогда общество заявлять свой воля – сказать катавас
8052	она счастливый довольный после разговор с дочь пришлый к князь проститься по обыкновение хотя она не намерить быть говорить он о предложение левин и отказ кить но намекнуть муж на то что она кажется дело с вронский совсем кончить что оно решиться как только приехать он мать
8053	когда он в тот же вечер как приехать домой сообщить приказчик свой план приказчик с видимый удовольствие согласиться с той частью речь который показывать что весь делать до сей пора быть вздор и невыгодный
8054	ты только свести я свести я пожалуйста и уйти – заговорить она
8055	– никакой – смеяться и выставлять свой сплошной зуб сказать вронский
8056	– я не для муж а для себя не хотеть
8057	на другой день в часы утро вронский выехать на станция петербургский железный дорога встречать мать и первое лицо попасться он на ступенька большой лестница быть облонский ожидать с это же поезд сестра
8058	прежде он чувствовать что без это дело жизнь он быть слишком мрачный
8059	никто не знать но я знать
8060	– но я глядеть на движение звезда не мочь представить себя вращение земля и я право говорить что звезда ходить и разве астроном мочь бы понять и вычислить что-нибудь если бы они принимать в расчёт весь сложный разнообразный движение земля
8061	потом достать из бумажник три записка анна он перечесть они сжечь и вспомнить свой вчерашний разговор с нея задуматься
8062	– прокричать имя один из мужик сидеть у отпрячь телега – идти с мы полудновать
8063	когда я сомневаться то быть надежда но теперь нет надежда и я всё-таки сомневаться в весь
8064	и вдруг на он найти странный чувство
8065	но выражение это быть так правдивый что он и другой казалось что они давно знать он
8066	– совсем ты не нужно это делать самый и жарко – остановить она кить
8067	но она знать что для это надо находить удовольствие в сближение с женщина молодая и она не мочь желать это
8068	она слышать звук он шаг по кабинет и столовый
8069	а шлюпик есть » а он он говорить « вы три »
8070	левин видеть что в вопрос это уже высказываться мысль с котора он быть несогласный но он продолжать излагать свой мысль состоять в тот что русский рабочий иметь совершенно особенный от другой народ взгляд на земля
8071	для ты вопрос желать ли ты не иметь более ребёнок а для я желать ли иметь я они
8072	здоровый на вид нарядный кормилица испугаться что она отказать проговорить себя что-то под нос и запрятывать большой грудь презрительно улыбнуться над сомнение в свой молочность
8073	он быть совершенно новый человек в круг дворянин но очевидно иметь успех и не ошибаться думать что приобрести уже влияние между дворянин
8074	повернуть каска и мочь себя представить оттуда бух
8075	иногда когда опять и опять она призывать он он обвинять она
8076	ты сказать опять что я ретроград или ещё какой страшный слово но всё-таки я досадный и обидный видеть это с весь сторона совершаться обеднение дворянство к который я принадлежать и несмотря на слияние сословие очень рад что принадлежать
8077	он отнимать рука и чувствовать пристыдить и глупый выражение свой лицо
8078	анна аркадий тур вальс – сказать он нагибаться
8079	– сказать анна с улыбка который говорить что она знать что в она толкование устройство машина быть что-то милый заметить и свияжский
8080	– алексей александр каренин и граф беззубов – строго отвечать швейцар
8081	– стив говорить что он на весь согласный но я не мочь принять он великодушие – сказать она задумчиво глядеть мимо лицо вронский
8082	аннушка выйти но анна не стать одеваться а сидеть в тот же положение опустить голова и рука и изредка содрогаться весь тело желать как бы сделать какой-то жест сказать что-то и опять замирать
8083	ты я не рассказать – спросить она стараться скрыть торжество победа который всё-таки быть на она сторона
8084	к первое разряд относиться долг который надо быть сейчас же заплатить или во-всякий случай для уплата который надо быть иметь готовый деньга чтобы при требование не мочь быть минута замедление
8085	пока княгиня бетси наливать она чаять вронский подойти к анне
8086	– напасть на нея оба дочь
8087	– а ты где же спать быть
8088	– я не любить газета многий но это несправедливый – сказать сергей иван
8089	« на мой разум я бы этот липа срубить
8090	– да это весь мочь быть верно и остроумно … лежать крак
8091	сергей иван быть центр около который группироваться другой
8092	– да говорить же это глупо
8093	как бы я радоваться глядеть на этот толпа под окно
8094	следующий затем в тетрадь пиес быть италиянский песня
8095	но девушка в положение ожидание с это женский девичий стыд девушка который видеть вы мужчина издалёка принимать весь на слово – у девушка бывать и мочь быть такой чувство что она не знать что сказать
8096	и с какой старик я там подружиться
8097	притворство в чем бы то ни быть мочь обмануть самый умный проницательный человек но самый ограниченный ребёнок как бы оно ни быть искусно скрывать узна'ть он и отвращаться
8098	весь в этот девочка быть мило но весь это почему-то не забирать за сердце
8099	и между они составиться что-то вроде игра стоящий в тот чтобы как можно близкий сидеть подле тётя дотрагиваться до нея держать она маленькая рука целовать она играть с она кольцо или хоть дотрагиваться до оборка она платье
8100	возвращаться к место он поймать незаметно ещё один моль
8101	– ну доктор решать наш судьба – сказать княгиня
8102	– что же ты не идти
8103	– ну вот ей-богу – улыбаться сказать левин – что не мочь найти в свой душа это чувство сожаление о свой свобода
8104	рыдание и слеза радость который он никак не предвидеть с такой силой подняться в немой колебать весь он тело что долго мешать он говорить
8105	иногда когда он тяжело вздыхать он говорить « ах бог мой » иногда когда мокрота душить он он с досада выговаривать « а
8106	весь этот человек как прежде наш откупщик наживать деньга так что при нажива заслуживать презрение человек пренебрегать это презрение а потом бесчестно нажитое откупаться от прежний презрение
8107	« при последний разговор наш я выразить вы мой намерение сообщить свой решение относительно предмет это разговор
8108	– у он большой талант – сказать анна с радостный улыбка
8109	– вы быть скучно – сказать графиня лидий иван обращаться к – вы не знаете по-английски но это коротко
8110	– ах если бы весь так быть как вы чувствительный – сказать варенек
8111	встать и пройтись по комната он опять взглянуть на портрет нахмуриться и презрительно улыбнуться
8112	– он задуматься но тотчас же поправить себя
8113	у нея сделаться головной боль рвота и она весь утро не мочь встать с постель
8114	– ты понимать это я надеяться
8115	и дело он весь большой и большой занимать и втягивать он идти прекрасно
8116	например вопрос женский образование должный бы быть считаться зловредный но правительство открывать женский курс и университет
8117	разговор зайти о община в который песок видеть какой-то особенный начать называть имя хоровой начало
8118	« бог знать вполне ли помириться » – подумать анна услышать она тон холодный и спокойный
8119	он чувствовать что не мочь отвратить от себя ненависть человек потому что ненависть этот происходить не оттого что он быть дурной тогда бы он мочь стараться быть хороший но оттого что он постыдно и отвратительный несчастливый
8120	– ну вот пойти сюда совершенный ребёнок – сказать он входить красавец мальчик который поклониться левин подойти к отец очевидно желать о что-то спросить он
8121	один что я мочь сказать против это то что потерять я говорить себя что остаться верный она память
8122	– крикнуть степан аркадьй перегибаться в окно карета
8123	– вскрикнуть он и быстро выпустить она рука
8124	и долли видеть что слеза выступить она на глаз
8125	или шаль взять или идти в комната
8126	он хотеть сказать что напрасно иван высоко подтянуть чересседельня но это быть похоже на упрёк а он хотеться любовный разговор
8127	– думать он вспоминать весь свой недавний страх и сомнение
8128	она смотреть на он но вдруг выражение она измениться
8129	даже княжна варвар делать пасьянс подтвердить это и анна вспыхнуть встать но вместо тот чтоб идти вниз как она прежде два раз ходить она остановиться
8130	для нея весь он с весь он привычка мысль желание с весь он душевный и физический склад быть один – любовь к женщина и этот любовь который по она чувство должный быть быть весь сосредоточить на она один любовь этот уменьшиться следовательно по она рассуждение он должный быть часть любовь перенести на другой или на другой женщина – и она ревновать
8131	– ну костя теперь надо решить – сказать степан аркадьй с притворно-испуганный вид – важный вопрос
8132	прежде я говорить что в мыть тело в тело этот трава и этот букашка вот она не захотеть на тот трава расправить крыло и улететь совершаться по физический химический физиологический закон обмен материя
8133	но дверь тотчас же затвориться и вронский не слышать конец фраза и каданс но понять по гром рукоплескание из-за дверь что каданс кончиться
8134	– ты я ни раз не сказать что ты решительно ехать
8135	убрать здесь – с труд сказать больной
8136	она девка а ты барин – проговорить он подёргиваться шея
8137	весь кто она любить быть с нея и весь быть так добрый к она так ухаживать за нея так один приятный в весь предоставляться она что если б она не знать и не чувствовать что это должный скоро кончиться она бы и не желать хороший и приятный жизнь
8138	вернуться в начало июнь в деревня он вернуться и к свой обычный занятие
8139	московский петербургский и заграничный житель никогда не бывать на выборы съехаться на этот выбор
8140	– знать я что если ты слушать – перебить княгиня – то мы никогда не отдать дочь замуж
8141	как будто не знать какой прежде ступить нога фру-фру вытягивать длинный шея повод тронуться как на пружина покачивать седок на свой гибкий спина
8142	– я хотеть к вы ехать – сказать он и тотчас же вспомнить с какой намерение он искать она смутиться и покраснеть
8143	с мы нельзя он всего говорить
8144	я так это весело быть – действительно весело блестеть глаз сказать левин
8145	и хотя он и обещать алексей александр не говорить про анна он не вытерпеть
8146	он поспешно вскочить не чувствовать себя и не спускать с нея глаз надеть халат и остановиться весь глядеть на нея
8147	он иногда по получас молча глядеть на спать шафранно-красный пушистый и сморщенный личико ребёнок и наблюдать за движение хмуриться лоб и за пухлый ручонка с подвернуть палец который задом ладонь тереть глазёнки и переносица
8148	я не стив – сказать она хмуриться
8149	сторож быть ли он пьяный или слишком закутать от сильный мороз не слыхать отодвигать задом поезд и он раздавить
8150	матвей глава – сказать он чувствовать что губа он начинать трястись от волнение
8151	– сказать вронский вступать в разговор и взглянуть на улыбнуться анна
8152	анна прочесть записка и тяжело вздохнуть
8153	– ну ну … степан аркадьй с оттопырить карман серия который за три месяц вперёд отдать он купец войти наверх
8154	разумеется я как матерь страшно и главный говорят n'est
8155	– ах княгиня марья борис это прелесть
8156	один в связь с другой надо действовать на оба сторона круг
8157	с остановиться улыбка сострадание к себя она сидеть на кресло снимать и надевать кольцо с левый рука живо с разный сторона представлять себя он чувство после она смерть
8158	окончить они он поклониться в земля и обратиться лицо к левин
8159	но только что въехать на широкий полукруглый двор и слезть с извозчик он вступить на крыльцо и навстречу он швейцар в перевязь беззвучно отворить дверь и поклониться только что он увидать в швейцарский калоша и шуба член сообразить что менее труд снимать калоша внизу чем вносить они наверх только что он услыхать таинственный предшествовать он звонок и увидать входить по отлогий ковровый лестница статуя на площадка и в верхний дверь третье состариться знакомый швейцар в клубный ливрея неторопливо и не медлить отворять дверь и оглядывать гость – левин охватить давнишний впечатление клуб впечатление отдых довольство и приличие
8160	блестящий нежность и веселие глаз сережа потухнуть и опуститься под взгляд отец
8161	но зачем ты говорить я это
8162	– с тонкий улыбка вмешаться сергей иван
8163	ничто казалось не быть особенный ни в она одежда ни в она поза но для левин так же легко быть узнать она в этот толпа как розан в крапива
8164	– ах я уж ничто не понимать
8165	я не мочь думать о вы и о себя отдельно
8166	лакей согласиться пойти наверх и попросить левин в приёмный
8167	весь время он теперь быть занятый так что он не успевать отвечать на весь обращать к он письмо и требование
8168	нет выражение лицо в они нет душа
8169	– я на дешёвый товар всегда платье девушка покупать сам – говорить княгиня продолжать начать разговор … – не снять ли теперь пенка голубушка
8170	весь равно алексей александр понять что значить это « весь равно » она ребёнок и он уморить
8171	– она перенести митя в колка это быть лес около дом
8172	она встать и пошлый в глубь ложа
8173	он хотеть закрыть картина но остановиться и держать рука простыня блаженно улыбаться долго смотреть на фигура иоанн
8174	когда он говорить по-русски и говорить она « ты » это « ты » неудержимо раздражать анна
8175	подъезжать к дом он повернуть к она голова весь с тем же выражение
8176	разорвать телеграмма он прочесть она догадка поправлять переврать как всегда слово и лицо он просиять
8177	– да это правда – улыбаться отвечать варенек и невольно направление они прогулка измениться
8178	христос уже иметь свой определённый воплощение в искусство великое старик
8179	– как же ты послать сказать княжна что мы не поехать
8180	это вмешательство возбуждать в немой злоба – чувство который он редко испытывать
8181	и право так мало делаться это кто-нибудь зло а себя столько удовольствие … – что ж или новое что-нибудь
8182	но сегодня удовольствие это отравляться воспоминание о совет матрена филимон и о тот что в дом так неблагополучный
8183	– да ведь для это-то и нужный развод
8184	– я говорить вы что не опоздать – сказать прокурор в то время как левин посторониться пропускать дама
8185	– напротив вы не мочь себя представить как глядеть на вы я всегда учиться тот что я предстоять – именно воспитание ребёнок
8186	он тотчас же понять это и также покраснеть
8187	она успокоиться теперь и лицо она сиять нежный улыбка
8188	кататься нельзя быть потому что один лошадь заминаться и рвать в дышло
8189	весь удивительный заключение они о расстояние вес движение и возмущение небесный тело основать только на видимый движение светить вокруг неподвижный земля на тот самый движение который теперь перед я и который быть такой для миллион человек в продолжение век и быть и быть всегда одинаково и всегда мочь быть поверить
8190	опытный в диалектик сергей иван не возражать тотчас же перенести разговор в другой область
8191	раздаться звонок пройти какой-то молодая мужчина уродливый наглый и торопливый и вместе внимательный к тот впечатление который они производить пройти и пётр через зал в свой ливрея и штиблета с тупой животный лицо и подойти к она чтобы проводить она до вагон
8192	она видеть что дочь уже влюбить в он но утешать себя тем что он честный человек и потому не сделать это
8193	– мы вы ждать вчера княжна – сказать он кить
8194	теперь же анна в надежда увидать вронский пожелать ехать
8195	« да надо ехать на станция железный дорога а если нет то поехать туда и уличить он »
8196	сначала мешать возня и ходьба потом когда тронуться поезд нельзя быть не прислушаться к звук потом снег бить в левый окно и налипать на стекло и вид закутать мимо прошедшее кондуктор занести снег с один сторона и разговор о тот какой теперь страшный метель на двор развлекать она внимание
8197	– прибавить она глядеть на опять войти с другой записка лакей
8198	священник окончить молитва приложить к холодное лоб крест потом медленно завернуть он в епитрахиль и постоять ещё молча минута два дотронуться до похолодеть и бескровный огромный рука
8199	он противно свой привычка не лечь в постель а заложить за спин сцепиться рука приняться ходить взад и вперёд по комната
8200	и ни за что не хотеть взять деньга
8201	домашний доктор давать она рыбий жир потом железо потом лапис но так как ни то ни другой ни третье не помогать и так как он советовать от весна уехать за граница то пригласить быть знаменитый доктор
8202	– слава бог она совсем поправиться
8203	егор внимательно выслушать и очевидно вполне понять мысль левин но в потвеpждение она он пpивести неожиданный для левин замечание о тот что когда он жить у хороший господин он всегда быть свой господин довольный и тепеpь вполне довольный свой хозяин хоть он фpанцуз
8204	тут уж прямо весь народ выражать свой воля
8205	подле окончить строение выкладываться другой окружить леса и рабочий в фартук на подмостки класть кирпич и заливать из шайка кладка и ровнять прави'лами
8206	– и сережа облокотиться на рука углубиться в размышление
8207	этот глупый улыбка он не мочь простить себя
8208	– повторить облонский чувствовать что надо быть как можно осторожный в это общество в который происходить или должный происходить что-то особенный к что он не иметь ещё ключ
8209	вронский записаться на скачка купить английский кровный кобыла и несмотря на свой любовь быть страстно хотя и сдержанно увлечь предстоящий скачка … два страсть этот не мешать один друг
8210	он хотеть поговорить с он утешить он но вспомнить что он в один рубашка раздумать и опять сесть к форточка чтобы купаться в холодное воздух и глядеть на этот чудный форма молчаливый но полный для он значение крест и на возноситься желто-яркий звезда
8211	он встать чтобы идти к письменный стол и ласка лежать у он нога потягиваться тоже встать и оглядываться на он как бы спрашивать куда идти
8212	– я не мочь верить что ты любить я
8213	– а мы сработать весь луг
8214	– я иногда упрекать себя кончиться тем что забыть
8215	– и собака который вы везти с себя не помочь вы
8216	она узнать что анна с вронский в петербург
8217	я посидеть и лесом пройти на слобода встретить твой кормилица и сондировать она насчёт взгляд мужик на ты
8218	– весьма трудно ошибаться когда жена сам объявлять о тот муж
8219	левин хотеть вступить с он в разговор но лакей позвонить и он уйти
8220	– какой он милый ваш папа
8221	и он возить свой старший сын в два семь и рассказывать степан аркадьй что он находить это полезный и развивать для сын
8222	я ненавидеть он за он великодушие
8223	четверть продать да три осминник посеять
8224	– не думать пожалуйста чтобы я осуждать
8225	обед с материальный сторона удаться не менее он удаться и с сторона нематериальный
8226	– ах зачем я не умереть хороший бы быть
8227	первое время анна искренно верить что она недовольный имя за то что он позволять себя преследовать она но скоро по возвращение свой из москва приехать на вечер где она думать встретить он а он не быть она по овладеть она грусть ясно понять что она обманывать себя что это преследование не только не неприятно она но что оно составлять весь интерес она жизнь
8228	– ну а для катерина александр
8229	когда ребёнок быть убрать и превратить в твёрдый куколка лизавета пётр перекачнуть он как бы гордиться свой работа и отстраниться чтобы левин мочь видеть сын в весь он красота
8230	– она ведь молодой ведь она красивый – продолжать она
8231	« ведь она не верить он любовь
8232	« да кроме интерес к дом это быть у нея кроме свой туалет и кроме у нея нет серьёзный интерес
8233	он быть досадный что она заговорить о гриб
8234	комната быть большой очень высокий и светлый
8235	она сказать нет это не мочь быть … – дарья александр – сказать он сухо – я ценить ваш доверенность к я я думать что вы ошибаться
8236	и для это я хотеть ты видеть
8237	– немец уже взяться быть за карман где у он быть карандаш в книжечка в который он весь вычислять но вспомнить что он сидеть за обед и заметить холодный взгляд вронский воздержаться
8238	– да помиловать ради самый бог князь что я сделать
8239	– какой-то ваш превосходительство без спрос влезть только я отвернуться
8240	– у он вислозадин но нога и голова – желать хороший нельзя
8241	– как ты смотреть на это
8242	– но она весь нужно подробно
8243	и он с сестра остановиться отыскивать она девушка
8244	– однако мы много предстоять день надо ложиться – сказать кить взглянуть на свой крошечный часы
8245	сергей иван вложить рука в ящик положить куда-то свой шар и дать место левин остановиться тут же
8246	это ты знаешь – настолько ли есть чтобы можно быть простить
8247	– ты думать верно что вы что-нибудь новое выдумать
8248	это ужасно думать что всякий человек чужой мочь расстроить наш счастие
8249	я когда возвращаться из-за граница и надевать это – он тронуть эксельбант – я жалко свобода
8250	как всегда у он за время он уединение набраться пропасть мысль и чувство который он не мочь передать окружающие и теперь он изливать в степан аркадьй и поэтический радость весна и неудача и план хозяйство и мысль и замечание о книга который он читать и в особенность идея свой сочинение основа который хотя он сам не замечать это составлять критика весь старое сочинение о хозяйство
8251	я ничто не хотеть доказывать я просто хотеть жить никто не делать зло кроме себя
8252	сергей иван улыбнуться на умышленность вопрос
8253	левин доказывать что ошибка вагнер и весь он последователь в тот что музыка хотеть переходить в область чужое искусство что так же ошибаться поэзия когда описывать черта лицо что должный делать живопись и как пример такой ошибка он привести скульптор который вздумать высекать из мрамор тенить поэтический образ восставать вокруг фигура поэт на пьедестал
8254	– она хотеть сказать гельсингфорс но не хотеть сказать слово сказать вронский
8255	пописать несколько время левин вдруг с необыкновенный живость вспомнить кить она отказ и последний встреча
8256	– а мягкий-то не лиза а бибиш посылать-таки тысяча ружьё и двенадцать сестра
8257	вечером я только уйти к себя я мой мери говорить что на станция дама броситься под поезд
8258	и он опять говорить себя в столовый « да это необходимый решить и прекратить и высказать свой взгляд … » и опять в гостиный пред поворот он спрашивать себя как решить
8259	я не быть бы той же да но простить бы и так простить бы как будто это не быть совсем не быть
8260	перед отъезд вронский на выбор обдумать то что тот сцена который повторяться между они при каждый он отъезд мочь только охладить а не привязать он анна решиться сделать над себя весь возможный усилие чтобы спокойно переносить разлука с он
8261	степан аркадьй взять стакан и переглянуться на другой конец стол с плешивый рыжий усатый мужчина помахать он улыбаться голова
8262	охота оказаться худой чем ожидать левин
8263	однако она помнить что анна золовка быть жена один из важный лицо в петербург и петербургский
8264	– но сказать пожалуйста я никогда не мочь понять – сказать анна – помолчать несколько время и такой тон который ясно показывать что она делать не праздный вопрос но что то что она спрашивать быть для нея важный чем бы следовать
8265	– это он идти – сказать левин
8266	– что ж ты вчера не заехать в красненский театр
8267	он стать смотреть на свой картина весь свой полный художественный взгляд и прийти в то состояние уверенность в совершенство и потому в значительность свой картина который нужно быть он для тот исключать весь другой интерес напряжение при который один он мочь работать
8268	– когда я она провожать в передний я показаться что она хотеть плакать
8269	простить я бог но я не мочь не ненавидеть память она глядеть на погибель сын
8270	– промычать вронский схватиться за голова
8271	читать ли она как героиня роман ухаживать за больной она хотеться ходить неслышный шаг по комната больной читать ли она о тот как член парламент говорить речь она хотеться говорить этот речь читать ли она о тот как леди мери ехать верхом за стая и дразнить невестка и удивлять весь свой смелость она хотеться это делать самый
